STATISTIC Label,Quarter,Garda Region,Type of Offence,UNIT,VALUE
Recorded crime incidents,2021Q3,10 Dublin Metropolitan Region,"Offences against government, justice procedures and organisation of crime",Number,1591
Recorded crime incidents,2021Q3,10 Dublin Metropolitan Region,Offences against government and its agents,Number,44
Recorded crime incidents,2021Q3,10 Dublin Metropolitan Region,Organisation of crime and conspiracy to commit crime,Number,2
Recorded crime incidents,2021Q3,10 Dublin Metropolitan Region,Perverting the course of justice,Number,1
Recorded crime incidents,2021Q3,10 Dublin Metropolitan Region,"Offences while in custody, breach of court orders",Number,1544
Recorded crime incidents,2021Q3,20 North Western Region,Homicide offences,Number,4
Recorded crime incidents,2021Q3,20 North Western Region,Murder,Number,0
Recorded crime incidents,2021Q3,20 North Western Region,Manslaughter,Number,0
Recorded crime incidents,2021Q3,20 North Western Region,Infanticide,Number,0
Recorded crime incidents,2021Q3,20 North Western Region,Dangerous driving leading to death,Number,4
Recorded crime incidents,2021Q3,20 North Western Region,Sexual offences,Number,210
Recorded crime incidents,2021Q3,20 North Western Region,Rape and sexual assault,Number,176
Recorded crime incidents,2021Q3,20 North Western Region,Other sexual offences,Number,34
Recorded crime incidents,2021Q3,20 North Western Region,"Attempts/threats to murder, assaults, harassments and related offences",Number,1309
Recorded crime incidents,2021Q3,20 North Western Region,Murder-attempt,Number,0
Recorded crime incidents,2021Q3,20 North Western Region,Threat to kill or cause serious harm,Number,102
Recorded crime incidents,2021Q3,20 North Western Region,Harassment and related offences,Number,111
Recorded crime incidents,2021Q3,20 North Western Region,"Assault causing harm, poisoning",Number,310
Recorded crime incidents,2021Q3,20 North Western Region,Other assault,Number,786
Recorded crime incidents,2021Q3,20 North Western Region,Dangerous or negligent acts,Number,565
Recorded crime incidents,2021Q3,20 North Western Region,Dangerous driving causing serious bodily harm,Number,6
Recorded crime incidents,2021Q3,20 North Western Region,Driving/in charge of a vehicle while over legal alcohol limit,Number,391
Recorded crime incidents,2021Q3,20 North Western Region,Driving/in charge of a vehicle under the influence of drugs,Number,140
Recorded crime incidents,2021Q3,20 North Western Region,Endangerment with potential for serious harm/death,Number,13
Recorded crime incidents,2021Q3,20 North Western Region,"Abandoning a child, child neglect and cruelty",Number,5
Recorded crime incidents,2021Q3,20 North Western Region,Unseaworthy/dangerous use of boat or ship,Number,0
Recorded crime incidents,2021Q3,20 North Western Region,False alarm/interference with aircraft or air transport facilities,Number,0
Recorded crime incidents,2021Q3,20 North Western Region,Endangering traffic offences,Number,10
Recorded crime incidents,2021Q3,20 North Western Region,Kidnapping and related offences,Number,8
Recorded crime incidents,2021Q3,20 North Western Region,False imprisonment,Number,2
Recorded crime incidents,2021Q3,20 North Western Region,Abduction of person under 16 years of age,Number,6
Recorded crime incidents,2021Q3,20 North Western Region,Human trafficking offences,Number,0
Recorded crime incidents,2021Q3,20 North Western Region,"Robbery, extortion and hijacking offences",Number,44
Recorded crime incidents,2021Q3,20 North Western Region,Robbery of an establishment or institution,Number,6
Recorded crime incidents,2021Q3,20 North Western Region,Robbery of cash or goods in transit,Number,0
Recorded crime incidents,2021Q3,20 North Western Region,Robbery from the person,Number,10
Recorded crime incidents,2021Q3,20 North Western Region,Blackmail or extortion,Number,28
Recorded crime incidents,2021Q3,20 North Western Region,"Carjacking, hijacking/unlawful seizure of aircraft/vessel",Number,0
Recorded crime incidents,2021Q3,20 North Western Region,Burglary and related offences,Number,306
Recorded crime incidents,2021Q3,20 North Western Region,Aggravated burglary,Number,12
Recorded crime incidents,2021Q3,20 North Western Region,Burglary (not aggravated),Number,291
Recorded crime incidents,2021Q3,20 North Western Region,"Possession of an article (with intent to burgle, steal, demand)",Number,3
Recorded crime incidents,2021Q3,20 North Western Region,Theft and related offences,Number,1369
Recorded crime incidents,2021Q3,20 North Western Region,Theft/taking of vehicle and related offences,Number,77
Recorded crime incidents,2021Q3,20 North Western Region,Theft from person,Number,15
Recorded crime incidents,2021Q3,20 North Western Region,Theft from shop,Number,599
Recorded crime incidents,2021Q3,20 North Western Region,"Other thefts, handling stolen property",Number,678
Recorded crime incidents,2021Q3,20 North Western Region,"Fraud, deception and related offences",Number,879
Recorded crime incidents,2021Q3,20 North Western Region,Controlled drug offences,Number,630
Recorded crime incidents,2021Q3,20 North Western Region,Importation of drugs,Number,0
Recorded crime incidents,2021Q3,20 North Western Region,Cultivation or manufacture of drugs,Number,10
Recorded crime incidents,2021Q3,20 North Western Region,Possession of drugs for sale or supply,Number,130
Recorded crime incidents,2021Q3,20 North Western Region,Possession of drugs for personal use,Number,470
Recorded crime incidents,2021Q3,20 North Western Region,Other drug offences,Number,20
Recorded crime incidents,2021Q3,20 North Western Region,Weapons and Explosives Offences,Number,93
Recorded crime incidents,2021Q3,20 North Western Region,"Explosives, chemical weapons offences",Number,3
Recorded crime incidents,2021Q3,20 North Western Region,Discharging a firearm,Number,2
Recorded crime incidents,2021Q3,20 North Western Region,Possession of a firearm,Number,10
Recorded crime incidents,2021Q3,20 North Western Region,Offensive weapons offences (n.e.c.),Number,73
Recorded crime incidents,2021Q3,20 North Western Region,Fireworks offences,Number,5
Recorded crime incidents,2021Q3,20 North Western Region,Damage to property and to the environment,Number,893
Recorded crime incidents,2021Q3,20 North Western Region,Arson,Number,62
Recorded crime incidents,2021Q3,20 North Western Region,Criminal damage (not arson),Number,812
Recorded crime incidents,2021Q3,20 North Western Region,Litter offences,Number,19
Recorded crime incidents,2021Q3,20 North Western Region,Public order and other social code offences,Number,1694
Recorded crime incidents,2021Q3,20 North Western Region,Disorderly conduct,Number,1560
Recorded crime incidents,2021Q3,20 North Western Region,Trespass offences,Number,73
Recorded crime incidents,2021Q3,20 North Western Region,Liquor licensing offences,Number,20
Recorded crime incidents,2021Q3,20 North Western Region,Prostitution offences,Number,5
Recorded crime incidents,2021Q3,20 North Western Region,"Regulated betting/money, collection/trading offences",Number,2
Recorded crime incidents,2021Q3,20 North Western Region,Social code offences (n.e.c.),Number,34
Recorded crime incidents,2021Q3,20 North Western Region,"Offences against government, justice procedures and organisation of crime",Number,353
Recorded crime incidents,2021Q3,20 North Western Region,Offences against government and its agents,Number,15
Recorded crime incidents,2021Q3,20 North Western Region,Organisation of crime and conspiracy to commit crime,Number,0
Recorded crime incidents,2021Q3,20 North Western Region,Perverting the course of justice,Number,2
Recorded crime incidents,2021Q3,20 North Western Region,"Offences while in custody, breach of court orders",Number,336
Recorded crime incidents,2021Q3,30 Eastern Region,Homicide offences,Number,3
Recorded crime incidents,2021Q3,30 Eastern Region,Murder,Number,1
Recorded crime incidents,2021Q3,30 Eastern Region,Manslaughter,Number,0
Recorded crime incidents,2021Q3,30 Eastern Region,Infanticide,Number,0
Recorded crime incidents,2021Q3,30 Eastern Region,Dangerous driving leading to death,Number,2
Recorded crime incidents,2021Q3,30 Eastern Region,Sexual offences,Number,224
Recorded crime incidents,2021Q3,30 Eastern Region,Rape and sexual assault,Number,188
Recorded crime incidents,2021Q3,30 Eastern Region,Other sexual offences,Number,36
Recorded crime incidents,2021Q3,30 Eastern Region,"Attempts/threats to murder, assaults, harassments and related offences",Number,1301
Recorded crime incidents,2021Q3,30 Eastern Region,Murder-attempt,Number,0
Recorded crime incidents,2021Q3,30 Eastern Region,Threat to kill or cause serious harm,Number,84
Recorded crime incidents,2021Q3,30 Eastern Region,Harassment and related offences,Number,81
Recorded crime incidents,2021Q3,30 Eastern Region,"Assault causing harm, poisoning",Number,299
Recorded crime incidents,2021Q3,30 Eastern Region,Other assault,Number,837
Recorded crime incidents,2021Q3,30 Eastern Region,Dangerous or negligent acts,Number,527
Recorded crime incidents,2021Q3,30 Eastern Region,Dangerous driving causing serious bodily harm,Number,3
Recorded crime incidents,2021Q3,30 Eastern Region,Driving/in charge of a vehicle while over legal alcohol limit,Number,360
Recorded crime incidents,2021Q3,30 Eastern Region,Driving/in charge of a vehicle under the influence of drugs,Number,130
Recorded crime incidents,2021Q3,30 Eastern Region,Endangerment with potential for serious harm/death,Number,14
Recorded crime incidents,2021Q3,30 Eastern Region,"Abandoning a child, child neglect and cruelty",Number,13
Recorded crime incidents,2021Q3,30 Eastern Region,Unseaworthy/dangerous use of boat or ship,Number,0
Recorded crime incidents,2021Q3,30 Eastern Region,False alarm/interference with aircraft or air transport facilities,Number,0
Recorded crime incidents,2021Q3,30 Eastern Region,Endangering traffic offences,Number,7
Recorded crime incidents,2021Q3,30 Eastern Region,Kidnapping and related offences,Number,11
Recorded crime incidents,2021Q3,30 Eastern Region,False imprisonment,Number,6
Recorded crime incidents,2021Q3,30 Eastern Region,Abduction of person under 16 years of age,Number,4
Recorded crime incidents,2021Q3,30 Eastern Region,Human trafficking offences,Number,1
Recorded crime incidents,2021Q3,30 Eastern Region,"Robbery, extortion and hijacking offences",Number,64
Recorded crime incidents,2021Q3,30 Eastern Region,Robbery of an establishment or institution,Number,12
Recorded crime incidents,2021Q3,30 Eastern Region,Robbery of cash or goods in transit,Number,0
Recorded crime incidents,2021Q3,30 Eastern Region,Robbery from the person,Number,21
Recorded crime incidents,2021Q3,30 Eastern Region,Blackmail or extortion,Number,29
Recorded crime incidents,2021Q3,30 Eastern Region,"Carjacking, hijacking/unlawful seizure of aircraft/vessel",Number,2
Recorded crime incidents,2021Q3,30 Eastern Region,Burglary and related offences,Number,505
Recorded crime incidents,2021Q3,30 Eastern Region,Aggravated burglary,Number,11
Recorded crime incidents,2021Q3,30 Eastern Region,Burglary (not aggravated),Number,484
Recorded crime incidents,2021Q3,30 Eastern Region,"Possession of an article (with intent to burgle, steal, demand)",Number,10
Recorded crime incidents,2021Q3,30 Eastern Region,Theft and related offences,Number,2371
Recorded crime incidents,2021Q3,30 Eastern Region,Theft/taking of vehicle and related offences,Number,149
Recorded crime incidents,2021Q3,30 Eastern Region,Theft from person,Number,32
Recorded crime incidents,2021Q3,30 Eastern Region,Theft from shop,Number,1140
Recorded crime incidents,2021Q3,30 Eastern Region,"Other thefts, handling stolen property",Number,1050
Recorded crime incidents,2021Q3,30 Eastern Region,"Fraud, deception and related offences",Number,982
Recorded crime incidents,2021Q3,30 Eastern Region,Controlled drug offences,Number,993
Recorded crime incidents,2021Q3,30 Eastern Region,Importation of drugs,Number,1
Recorded crime incidents,2021Q3,30 Eastern Region,Cultivation or manufacture of drugs,Number,21
Recorded crime incidents,2021Q3,30 Eastern Region,Possession of drugs for sale or supply,Number,215
Recorded crime incidents,2021Q3,30 Eastern Region,Possession of drugs for personal use,Number,735
Recorded crime incidents,2021Q3,30 Eastern Region,Other drug offences,Number,21
Recorded crime incidents,2021Q3,30 Eastern Region,Weapons and Explosives Offences,Number,105
Recorded crime incidents,2021Q3,30 Eastern Region,"Explosives, chemical weapons offences",Number,1
Recorded crime incidents,2021Q3,30 Eastern Region,Discharging a firearm,Number,3
Recorded crime incidents,2021Q3,30 Eastern Region,Possession of a firearm,Number,8
Recorded crime incidents,2021Q3,30 Eastern Region,Offensive weapons offences (n.e.c.),Number,87
Recorded crime incidents,2021Q3,30 Eastern Region,Fireworks offences,Number,6
Recorded crime incidents,2021Q3,30 Eastern Region,Damage to property and to the environment,Number,1014
Recorded crime incidents,2021Q3,30 Eastern Region,Arson,Number,75
Recorded crime incidents,2021Q3,30 Eastern Region,Criminal damage (not arson),Number,934
